user,items
378,"['canned beer', 'rolls/buns', 'dessert', 'whole milk', 'fruit/vegetable juice', 'canned fish', 'frankfurter', 'ham']"
379,"['yogurt', 'cat food', 'meat', 'chocolate', 'rolls/buns', 'shopping bags', 'brown bread', 'butter', 'semi-finished bread', 'berries']"
380,"['yogurt', 'cat food', 'canned beer', 'rolls/buns', 'cream cheese', 'shopping bags', 'brown bread', 'butter', 'semi-finished bread', 'soft cheese']"
381,"['chicken', 'yogurt', 'butter milk', 'canned beer', 'candy', 'chocolate', 'rolls/buns', 'shopping bags', 'UHT-milk', 'whole milk']"
382,"['yogurt', 'bottled beer', 'meat', 'canned beer', 'liquor', 'rolls/buns', 'brown bread', 'salty snack', 'butter', 'whole milk']"
383,"['cat food', 'butter milk', 'hard cheese', 'rolls/buns', 'shopping bags', 'UHT-milk', 'salty snack', 'butter', 'pickled vegetables', 'whole milk']"
384,"['yogurt', 'butter milk', 'bottled beer', 'meat', 'chocolate', 'condensed milk', 'hard cheese', 'cream cheese', 'shopping bags', 'dessert']"
385,"['candy', 'canned beer', 'chocolate', 'hard cheese', 'rolls/buns', 'shopping bags', 'frozen meals', 'whole milk', 'coffee', 'pastry']"
386,"['yogurt', 'cat food', 'canned beer', 'rolls/buns', 'shopping bags', 'dessert', 'whole milk', 'pastry', 'fruit/vegetable juice', 'root vegetables']"
387,"['chicken', 'yogurt', 'candy', 'rolls/buns', 'shopping bags', 'brown bread', 'whole milk', 'pastry', 'root vegetables', 'salt']"
388,"['chicken', 'yogurt', 'cat food', 'beef', 'bottled beer', 'rolls/buns', 'shopping bags', 'UHT-milk', 'berries', 'brown bread']"
389,"['chicken', 'yogurt', 'bottled beer', 'canned beer', 'rolls/buns', 'shopping bags', 'brown bread', 'whole milk', 'pastry', 'root vegetables']"
390,"['chicken', 'yogurt', 'canned beer', 'bottled beer', 'flour', 'rolls/buns', 'shopping bags', 'berries', 'soft cheese', 'whole milk']"
391,"['yogurt', 'beef', 'butter milk', 'chocolate', 'hard cheese', 'cream cheese', 'shopping bags', 'berries', 'butter', 'whole milk']"
392,"['yogurt', 'butter milk', 'bottled beer', 'beef', 'canned beer', 'rolls/buns', 'cream cheese', 'shopping bags', 'brown bread', 'butter']"
393,"['whole milk', 'yogurt', 'canned beer', 'fruit/vegetable juice']"
394,"['yogurt', 'butter milk', 'candy', 'bottled beer', 'meat', 'mayonnaise', 'rolls/buns', 'brown bread', 'butter', 'pickled vegetables']"
395,"['brown bread', 'salty snack', 'cat food', 'bottled beer', 'meat', 'condensed milk', 'whole milk', 'pastry', 'hard cheese', 'rolls/buns']"
396,"['yogurt', 'canned beer', 'mayonnaise', 'rolls/buns', 'cream cheese', 'brown bread', 'UHT-milk', 'whole milk', 'coffee', 'dish cleaner']"
397,"['yogurt', 'cat food', 'beef', 'candy', 'chocolate', 'liquor', 'rolls/buns', 'brown bread', 'salty snack', 'frozen meals']"
398,"['chicken', 'bottled beer', 'candy', 'meat', 'condensed milk', 'brown bread', 'butter', 'whole milk', 'pastry', 'fruit/vegetable juice']"
399,"['yogurt', 'beef', 'bottled beer', 'meat', 'butter milk', 'canned beer', 'rolls/buns', 'shopping bags', 'brown bread', 'semi-finished bread']"
400,"['canned beer', 'rolls/buns', 'shopping bags', 'UHT-milk', 'pickled vegetables', 'salty snack', 'coffee', 'frankfurter']"
401,"['yogurt', 'beef', 'canned beer', 'chocolate', 'condensed milk', 'rolls/buns', 'cream cheese', 'salty snack', 'butter', 'whole milk']"
402,"['yogurt', 'butter milk', 'condensed milk', 'rolls/buns', 'cream cheese', 'shopping bags', 'UHT-milk', 'berries', 'brown bread', 'whole milk']"
403,"['cat food', 'yogurt', 'bottled beer', 'canned beer', 'rolls/buns', 'shopping bags', 'brown bread', 'salty snack', 'semi-finished bread', 'whole milk']"
404,"['yogurt', 'beef', 'canned beer', 'candy', 'butter milk', 'chocolate', 'hard cheese', 'rolls/buns', 'cream cheese', 'dessert']"
405,"['chicken', 'yogurt', 'canned beer', 'chocolate', 'rolls/buns', 'shopping bags', 'pickled vegetables', 'butter', 'whole milk', 'coffee']"
406,"['cat food', 'chocolate', 'rolls/buns', 'cream cheese', 'shopping bags', 'frozen meals', 'whole milk', 'coffee', 'fruit/vegetable juice', 'root vegetables']"
407,"['canned beer', 'rolls/buns', 'cream cheese', 'whole milk', 'coffee', 'cake bar', 'pastry', 'chocolate marshmallow', 'onions']"
408,"['yogurt', 'cat food', 'rolls/buns', 'shopping bags', 'pickled vegetables', 'frozen meals', 'semi-finished bread', 'whole milk', 'coffee', 'detergent']"
409,"['canned beer', 'meat', 'rolls/buns', 'pickled vegetables', 'butter', 'salty snack', 'whole milk', 'UHT-milk', 'root vegetables', 'onions']"
410,"['bottled beer', 'rolls/buns', 'shopping bags', 'brown bread', 'berries', 'butter', 'whole milk', 'detergent', 'dish cleaner', 'root vegetables']"
411,"['yogurt', 'bottled beer', 'canned beer', 'canned fish', 'chocolate', 'rolls/buns', 'shopping bags', 'dessert', 'berries', 'frozen meals']"
412,"['cat food', 'yogurt', 'butter milk', 'canned beer', 'candy', 'flour', 'cream cheese', 'shopping bags', 'UHT-milk', 'frozen meals']"
413,"['chicken', 'candy', 'bottled beer', 'canned beer', 'chocolate', 'rolls/buns', 'shopping bags', 'salty snack', 'semi-finished bread', 'whole milk']"
414,"['yogurt', 'beef', 'bottled beer', 'canned beer', 'dessert', 'pickled vegetables', 'butter', 'whole milk', 'frozen meals', 'UHT-milk']"
415,"['chicken', 'yogurt', 'canned beer', 'bottled beer', 'chocolate', 'hard cheese', 'rolls/buns', 'liquor', 'cream cheese', 'dessert']"
416,"['yogurt', 'cat food', 'butter milk', 'canned beer', 'candy', 'rolls/buns', 'brown bread', 'salty snack', 'dessert', 'whole milk']"
417,"['yogurt', 'cat food', 'beef', 'rolls/buns', 'shopping bags', 'dessert', 'butter', 'salty snack', 'whole milk', 'root vegetables']"
418,"['beef', 'bottled beer', 'canned beer', 'candy', 'condensed milk', 'rolls/buns', 'butter', 'salty snack', 'whole milk', 'salt']"
419,"['beef', 'bottled beer', 'canned beer', 'chocolate', 'flour', 'rolls/buns', 'pickled vegetables', 'berries', 'dessert', 'whole milk']"
420,"['chicken', 'yogurt', 'cat food', 'butter milk', 'beef', 'canned beer', 'chocolate', 'rolls/buns', 'shopping bags', 'brown bread']"
421,"['yogurt', 'butter milk', 'canned beer', 'meat', 'bottled beer', 'chocolate', 'shopping bags', 'semi-finished bread', 'whole milk', 'fruit/vegetable juice']"
422,"['yogurt', 'butter milk', 'beef', 'meat', 'chocolate', 'mayonnaise', 'rolls/buns', 'shopping bags', 'salty snack', 'whole milk']"
423,"['chicken', 'bottled beer', 'rolls/buns', 'brown bread', 'salty snack', 'semi-finished bread', 'coffee', 'cake bar', 'pastry', 'fruit/vegetable juice']"
424,"['yogurt', 'bottled beer', 'canned beer', 'cream cheese', 'butter', 'salty snack', 'mustard', 'whole milk', 'frozen meals']"
425,"['yogurt', 'rolls/buns', 'shopping bags', 'brown bread', 'butter', 'berries', 'whole milk', 'UHT-milk', 'pastry', 'fruit/vegetable juice']"
426,"['chicken', 'yogurt', 'canned beer', 'bottled beer', 'chocolate', 'hard cheese', 'rolls/buns', 'cream cheese', 'shopping bags', 'frozen meals']"
427,"['yogurt', 'chocolate', 'hard cheese', 'rolls/buns', 'cream cheese', 'shopping bags', 'brown bread', 'berries', 'whole milk', 'pastry']"
428,"['yogurt', 'canned beer', 'rolls/buns', 'UHT-milk', 'salty snack', 'dessert', 'whole milk', 'semi-finished bread', 'pastry', 'fruit/vegetable juice']"
429,"['yogurt', 'bottled beer', 'candy', 'chocolate', 'rolls/buns', 'cream cheese', 'shopping bags', 'frozen meals', 'butter', 'whole milk']"
430,"['yogurt', 'beef', 'canned beer', 'rolls/buns', 'cream cheese', 'shopping bags', 'UHT-milk', 'frozen meals', 'butter', 'whole milk']"
431,"['chicken', 'beef', 'canned beer', 'meat', 'chocolate', 'rolls/buns', 'whole milk', 'coffee', 'detergent', 'pastry']"
432,"['yogurt', 'canned beer', 'meat', 'rolls/buns', 'cream cheese', 'shopping bags', 'frozen meals', 'whole milk', 'coffee', 'mustard']"
433,"['chicken', 'yogurt', 'rolls/buns', 'dessert', 'berries', 'whole milk', 'pastry', 'fruit/vegetable juice', 'root vegetables', 'frankfurter']"
434,"['yogurt', 'beef', 'bottled beer', 'candy', 'meat', 'flour', 'rolls/buns', 'shopping bags', 'brown bread', 'berries']"
435,"['chicken', 'yogurt', 'beef', 'bottled beer', 'chocolate', 'flour', 'rolls/buns', 'shopping bags', 'brown bread', 'pickled vegetables']"
436,"['yogurt', 'cat food', 'butter milk', 'bottled beer', 'canned beer', 'candy', 'chewing gum', 'rolls/buns', 'cream cheese', 'shopping bags']"
437,"['yogurt', 'canned beer', 'bottled beer', 'flour', 'rolls/buns', 'cream cheese', 'brown bread', 'whole milk', 'fruit/vegetable juice', 'root vegetables']"
438,"['beef', 'canned beer', 'mayonnaise', 'rolls/buns', 'condensed milk', 'salty snack', 'berries', 'mustard', 'whole milk', 'pastry']"
439,"['cat food', 'canned beer', 'cream cheese', 'shopping bags', 'dessert', 'salty snack', 'whole milk', 'coffee', 'cake bar', 'pastry']"
440,"['cat food', 'beef', 'bottled beer', 'chocolate', 'mayonnaise', 'rolls/buns', 'shopping bags', 'UHT-milk', 'pickled vegetables', 'whole milk']"
441,"['chicken', 'yogurt', 'bottled beer', 'meat', 'canned beer', 'condensed milk', 'mayonnaise', 'rolls/buns', 'shopping bags', 'UHT-milk']"
442,"['yogurt', 'condensed milk', 'rolls/buns', 'liquor', 'shopping bags', 'butter', 'whole milk', 'detergent', 'dish cleaner', 'fruit/vegetable juice']"
443,"['chicken', 'butter milk', 'rolls/buns', 'shopping bags', 'brown bread', 'whole milk', 'pastry', 'root vegetables']"
444,"['cat food', 'yogurt', 'beef', 'bottled beer', 'butter milk', 'chocolate', 'mayonnaise', 'rolls/buns', 'cream cheese', 'flour']"
445,"['yogurt', 'beef', 'butter milk', 'chocolate', 'flour', 'rolls/buns', 'shopping bags', 'brown bread', 'butter', 'frozen meals']"
446,"['cat food', 'yogurt', 'beef', 'hard cheese', 'rolls/buns', 'shopping bags', 'brown bread', 'semi-finished bread', 'whole milk', 'fruit/vegetable juice']"
447,"['chicken', 'yogurt', 'butter milk', 'rolls/buns', 'cream cheese', 'shopping bags', 'UHT-milk', 'frozen meals', 'whole milk', 'pastry']"
448,"['beef', 'candy', 'brown bread', 'dish cleaner', 'chewing gum', 'cat food', 'bottled beer', 'meat', 'liquor', 'whole milk']"
449,"['yogurt', 'beef', 'canned beer', 'hard cheese', 'rolls/buns', 'condensed milk', 'cream cheese', 'UHT-milk', 'butter', 'berries']"
450,"['yogurt', 'cat food', 'butter milk', 'bottled beer', 'canned beer', 'chocolate', 'rolls/buns', 'shopping bags', 'butter', 'salty snack']"
451,"['yogurt', 'rolls/buns', 'shopping bags', 'brown bread', 'frozen meals', 'dessert', 'whole milk', 'mustard', 'pastry', 'root vegetables']"
452,"['yogurt', 'bottled beer', 'canned beer', 'rolls/buns', 'shopping bags', 'brown bread', 'salty snack', 'berries', 'whole milk', 'UHT-milk']"
453,"['yogurt', 'beef', 'canned beer', 'meat', 'bottled beer', 'chocolate', 'rolls/buns', 'shopping bags', 'brown bread', 'UHT-milk']"
454,"['yogurt', 'butter milk', 'bottled beer', 'canned beer', 'chocolate', 'liquor', 'rolls/buns', 'shopping bags', 'UHT-milk', 'butter']"
455,"['yogurt', 'beef', 'candy', 'chocolate', 'hard cheese', 'rolls/buns', 'cream cheese', 'shopping bags', 'berries', 'salty snack']"
456,"['chicken', 'beef', 'candy', 'canned beer', 'bottled beer', 'hard cheese', 'liquor', 'rolls/buns', 'cream cheese', 'berries']"
457,"['chicken', 'yogurt', 'canned beer', 'bottled beer', 'chocolate', 'hard cheese', 'rolls/buns', 'shopping bags', 'brown bread', 'pickled vegetables']"
458,"['yogurt', 'chocolate', 'hard cheese', 'rolls/buns', 'shopping bags', 'UHT-milk', 'salty snack', 'dessert', 'cake bar', 'pastry']"
459,"['chicken', 'yogurt', 'beef', 'butter milk', 'bottled beer', 'chocolate', 'liquor', 'rolls/buns', 'cream cheese', 'brown bread']"
460,"['candy', 'canned beer', 'bottled beer', 'hard cheese', 'rolls/buns', 'shopping bags', 'whole milk', 'soft cheese', 'coffee', 'fruit/vegetable juice']"
461,"['yogurt', 'canned beer', 'bottled beer', 'chocolate', 'flour', 'liquor', 'cream cheese', 'whole milk', 'fruit/vegetable juice', 'root vegetables']"
462,"['yogurt', 'canned beer', 'bottled beer', 'rolls/buns', 'cream cheese', 'shopping bags', 'frozen meals', 'whole milk', 'coffee', 'pastry']"
463,"['yogurt', 'canned beer', 'flour', 'cream cheese', 'brown bread', 'berries', 'butter', 'whole milk', 'pastry', 'root vegetables']"
464,"['chicken', 'yogurt', 'canned beer', 'rolls/buns', 'shopping bags', 'brown bread', 'dessert', 'semi-finished bread', 'mustard', 'berries']"
465,"['yogurt', 'butter milk', 'candy', 'canned beer', 'chocolate', 'mayonnaise', 'rolls/buns', 'cream cheese', 'shopping bags', 'brown bread']"
466,"['chicken', 'yogurt', 'bottled beer', 'meat', 'rolls/buns', 'cream cheese', 'salty snack', 'whole milk', 'coffee', 'cake bar']"
467,"['yogurt', 'rolls/buns', 'shopping bags', 'pickled vegetables', 'frozen meals', 'UHT-milk', 'whole milk', 'soft cheese', 'dessert', 'brown bread']"
468,"['mayonnaise', 'rolls/buns', 'brown bread', 'butter', 'whole milk', 'detergent', 'pastry', 'fruit/vegetable juice', 'frankfurter']"
469,"['beef', 'candy', 'salty snack', 'berries', 'cling film/bags', 'whole milk', 'pastry', 'hard cheese', 'rolls/buns', 'dessert']"
470,"['yogurt', 'beef', 'bottled beer', 'meat', 'chocolate', 'rolls/buns', 'shopping bags', 'brown bread', 'berries', 'salty snack']"
471,"['cat food', 'yogurt', 'butter milk', 'bottled beer', 'chocolate', 'hard cheese', 'liquor', 'cream cheese', 'shopping bags', 'brown bread']"
472,"['yogurt', 'butter milk', 'canned beer', 'candy', 'beef', 'rolls/buns', 'cream cheese', 'shopping bags', 'dessert', 'butter']"
473,"['cat food', 'yogurt', 'bottled beer', 'canned fish', 'hard cheese', 'rolls/buns', 'cream cheese', 'shopping bags', 'UHT-milk', 'brown bread']"
474,"['yogurt', 'bottled beer', 'dessert', 'butter', 'UHT-milk', 'whole milk', 'berries', 'soft cheese', 'root vegetables', 'herbs']"
475,"['chicken', 'canned beer', 'candy', 'chocolate', 'hard cheese', 'rolls/buns', 'condensed milk', 'shopping bags', 'whole milk', 'mustard']"
476,"['chicken', 'yogurt', 'bottled beer', 'chocolate', 'condensed milk', 'rolls/buns', 'shopping bags', 'brown bread', 'butter', 'soft cheese']"
477,"['yogurt', 'bottled beer', 'chocolate', 'rolls/buns', 'cream cheese', 'shopping bags', 'brown bread', 'frozen meals', 'butter', 'whole milk']"
478,"['cat food', 'yogurt', 'bottled beer', 'hard cheese', 'rolls/buns', 'cream cheese', 'dessert', 'brown bread', 'berries', 'whole milk']"
479,"['yogurt', 'beef', 'canned beer', 'bottled beer', 'rolls/buns', 'cream cheese', 'shopping bags', 'dessert', 'berries', 'brown bread']"
480,"['cat food', 'rolls/buns', 'shopping bags', 'brown bread', 'frozen meals', 'whole milk', 'coffee', 'detergent', 'root vegetables', 'onions']"
481,"['chicken', 'yogurt', 'butter milk', 'candy', 'meat', 'chocolate', 'mayonnaise', 'hard cheese', 'cream cheese', 'rolls/buns']"
482,"['beef', 'canned beer', 'bottled beer', 'rolls/buns', 'shopping bags', 'brown bread', 'butter', 'berries', 'whole milk', 'coffee']"
483,"['yogurt', 'beef', 'canned beer', 'bottled beer', 'mayonnaise', 'rolls/buns', 'brown bread', 'berries', 'butter', 'whole milk']"
484,"['yogurt', 'butter milk', 'bottled beer', 'canned beer', 'hard cheese', 'rolls/buns', 'shopping bags', 'butter', 'semi-finished bread', 'whole milk']"
485,"['yogurt', 'bottled beer', 'hard cheese', 'dessert', 'whole milk', 'root vegetables', 'cling film/bags']"
486,"['beef', 'meat', 'rolls/buns', 'shopping bags', 'frozen meals', 'whole milk', 'coffee', 'fruit/vegetable juice', 'root vegetables', 'cling film/bags']"
487,"['beef', 'chocolate', 'rolls/buns', 'cream cheese', 'dessert', 'salty snack', 'frozen meals', 'coffee', 'pastry', 'chocolate marshmallow']"
488,"['yogurt', 'butter milk', 'bottled beer', 'rolls/buns', 'brown bread', 'berries', 'butter', 'whole milk', 'semi-finished bread', 'pastry']"
489,"['yogurt', 'cat food', 'flour', 'condensed milk', 'cream cheese', 'shopping bags', 'rolls/buns', 'frozen meals', 'butter', 'whole milk']"
490,"['chicken', 'condensed milk', 'rolls/buns', 'berries', 'mustard', 'coffee', 'whole milk', 'pastry', 'canned fish', 'frankfurter']"
491,"['yogurt', 'chocolate', 'hard cheese', 'rolls/buns', 'shopping bags', 'dessert', 'whole milk', 'detergent', 'pastry', 'fruit/vegetable juice']"
492,"['yogurt', 'cat food', 'beef', 'bottled beer', 'canned beer', 'rolls/buns', 'shopping bags', 'UHT-milk', 'salty snack', 'whole milk']"
493,"['chicken', 'beef', 'rolls/buns', 'cream cheese', 'shopping bags', 'brown bread', 'dessert', 'UHT-milk', 'whole milk', 'coffee']"
494,"['yogurt', 'bottled beer', 'canned beer', 'rolls/buns', 'UHT-milk', 'dessert', 'whole milk', 'pastry', 'root vegetables', 'frankfurter']"
495,"['butter milk', 'canned beer', 'condensed milk', 'rolls/buns', 'shopping bags', 'dessert', 'salty snack', 'whole milk', 'coffee', 'pastry']"
496,"['beef', 'bottled beer', 'canned beer', 'rolls/buns', 'pickled vegetables', 'brown bread', 'whole milk', 'dish cleaner', 'fruit/vegetable juice', 'root vegetables']"
497,"['chicken', 'yogurt', 'canned beer', 'bottled beer', 'rolls/buns', 'shopping bags', 'butter', 'herbs']"
498,"['chicken', 'beef', 'bottled beer', 'canned beer', 'rolls/buns', 'cream cheese', 'butter', 'whole milk', 'soft cheese', 'detergent']"
499,"['yogurt', 'beef', 'bottled beer', 'flour', 'rolls/buns', 'hard cheese', 'shopping bags', 'brown bread', 'frozen meals', 'berries']"
500,"['yogurt', 'beef', 'butter milk', 'chocolate', 'rolls/buns', 'shopping bags', 'dessert', 'brown bread', 'berries', 'whole milk']"
501,"['yogurt', 'beef', 'bottled beer', 'chocolate', 'rolls/buns', 'cream cheese', 'dessert', 'brown bread', 'soft cheese', 'whole milk']"
502,"['yogurt', 'beef', 'candy', 'bottled beer', 'chocolate', 'rolls/buns', 'pickled vegetables', 'brown bread', 'semi-finished bread', 'fruit/vegetable juice']"
503,"['chicken', 'canned beer', 'chocolate', 'shopping bags', 'UHT-milk', 'pastry', 'fruit/vegetable juice', 'dog food', 'onions', 'chewing gum']"
504,"['chicken', 'beef', 'candy', 'meat', 'chocolate', 'hard cheese', 'rolls/buns', 'shopping bags', 'brown bread', 'butter']"
505,"['yogurt', 'butter milk', 'bottled beer', 'rolls/buns', 'liquor', 'shopping bags', 'dessert', 'butter', 'frozen meals', 'whole milk']"
506,"['yogurt', 'beef', 'butter milk', 'canned beer', 'meat', 'rolls/buns', 'cream cheese', 'shopping bags', 'UHT-milk', 'salty snack']"
507,"['chicken', 'cat food', 'yogurt', 'beef', 'bottled beer', 'flour', 'rolls/buns', 'cream cheese', 'UHT-milk', 'butter']"
508,"['yogurt', 'cat food', 'bottled beer', 'meat', 'chocolate', 'rolls/buns', 'cream cheese', 'shopping bags', 'UHT-milk', 'butter']"
509,"['chicken', 'cat food', 'yogurt', 'beef', 'candy', 'bottled beer', 'canned beer', 'chocolate', 'hard cheese', 'rolls/buns']"
510,"['yogurt', 'bottled beer', 'chocolate', 'rolls/buns', 'brown bread', 'butter', 'whole milk', 'chocolate marshmallow', 'ham', 'cling film/bags']"
511,"['yogurt', 'beef', 'candy', 'meat', 'butter milk', 'chocolate', 'rolls/buns', 'cream cheese', 'shopping bags', 'brown bread']"
512,"['cat food', 'yogurt', 'bottled beer', 'hard cheese', 'brown bread', 'frozen meals', 'salty snack', 'whole milk', 'butter', 'dish cleaner']"
513,"['yogurt', 'bottled beer', 'candy', 'meat', 'rolls/buns', 'shopping bags', 'berries', 'semi-finished bread', 'whole milk', 'coffee']"
514,"['cat food', 'canned beer', 'chocolate', 'rolls/buns', 'berries', 'coffee', 'pastry', 'fruit/vegetable juice', 'frankfurter']"
515,"['chicken', 'yogurt', 'candy', 'hard cheese', 'rolls/buns', 'cream cheese', 'flour', 'dessert', 'salty snack', 'brown bread']"
516,"['cat food', 'yogurt', 'bottled beer', 'condensed milk', 'rolls/buns', 'cream cheese', 'shopping bags', 'pickled vegetables', 'brown bread', 'berries']"
517,"['cat food', 'beef', 'bottled beer', 'chocolate', 'mayonnaise', 'berries', 'butter', 'mustard', 'coffee', 'frozen meals']"
518,"['yogurt', 'beef', 'canned beer', 'rolls/buns', 'cream cheese', 'shopping bags', 'brown bread', 'UHT-milk', 'salty snack', 'whole milk']"
519,"['chicken', 'yogurt', 'beef', 'bottled beer', 'candy', 'shopping bags', 'UHT-milk', 'frozen meals', 'whole milk', 'coffee']"
520,"['yogurt', 'cat food', 'beef', 'meat', 'brown bread', 'berries', 'fruit/vegetable juice', 'canned fish', 'ham', 'chewing gum']"
521,"['butter milk', 'bottled beer', 'rolls/buns', 'brown bread', 'salty snack', 'whole milk', 'cake bar', 'onions']"
522,"['chicken', 'yogurt', 'beef', 'bottled beer', 'meat', 'canned beer', 'chocolate', 'cream cheese', 'shopping bags', 'dessert']"
523,"['candy', 'salty snack', 'bottled beer', 'meat', 'condensed milk', 'liquor', 'pastry', 'onions', 'hard cheese', 'rolls/buns']"
524,"['yogurt', 'beef', 'canned beer', 'rolls/buns', 'shopping bags', 'butter', 'soft cheese', 'pastry', 'herbs']"
525,"['yogurt', 'candy', 'bottled beer', 'mayonnaise', 'hard cheese', 'rolls/buns', 'cream cheese', 'brown bread', 'UHT-milk', 'butter']"
526,"['beef', 'candy', 'brown bread', 'butter', 'herbs', 'chocolate marshmallow', 'bottled beer', 'condensed milk', 'whole milk', 'pastry']"
527,"['yogurt', 'beef', 'hard cheese', 'meat', 'mayonnaise', 'rolls/buns', 'flour', 'shopping bags', 'liquor', 'salty snack']"
528,"['yogurt', 'candy', 'meat', 'canned beer', 'chocolate', 'rolls/buns', 'cream cheese', 'shopping bags', 'pickled vegetables', 'butter']"
529,"['yogurt', 'bottled beer', 'chocolate', 'flour', 'rolls/buns', 'shopping bags', 'berries', 'whole milk', 'coffee', 'cake bar']"
530,"['yogurt', 'beef', 'canned beer', 'rolls/buns', 'whole milk', 'pastry', 'fruit/vegetable juice', 'root vegetables', 'chewing gum']"
531,"['yogurt', 'butter milk', 'canned beer', 'meat', 'hard cheese', 'rolls/buns', 'berries', 'butter', 'whole milk', 'coffee']"
532,"['yogurt', 'beef', 'candy', 'bottled beer', 'rolls/buns', 'UHT-milk', 'salty snack', 'whole milk', 'mustard', 'fruit/vegetable juice']"
533,"['yogurt', 'meat', 'chocolate', 'mayonnaise', 'rolls/buns', 'cream cheese', 'shopping bags', 'dessert', 'liquor', 'flour']"
534,"['chicken', 'yogurt', 'beef', 'bottled beer', 'candy', 'chocolate', 'hard cheese', 'rolls/buns', 'cream cheese', 'shopping bags']"
535,"['yogurt', 'beef', 'bottled beer', 'canned beer', 'butter milk', 'chocolate', 'rolls/buns', 'UHT-milk', 'butter', 'whole milk']"
536,"['cat food', 'bottled beer', 'canned beer', 'chocolate', 'condensed milk', 'rolls/buns', 'frozen meals', 'semi-finished bread', 'mustard', 'coffee']"
537,"['chicken', 'yogurt', 'flour', 'rolls/buns', 'hard cheese', 'shopping bags', 'whole milk', 'coffee', 'root vegetables', 'salt']"
538,"['chicken', 'yogurt', 'butter milk', 'bottled beer', 'chocolate', 'rolls/buns', 'shopping bags', 'pickled vegetables', 'dessert', 'butter']"
539,"['chicken', 'yogurt', 'butter milk', 'beef', 'meat', 'chocolate', 'hard cheese', 'brown bread', 'berries', 'butter']"
540,"['beef', 'candy', 'salty snack', 'berries', 'butter', 'mustard', 'dish cleaner', 'cat food', 'whole milk', 'pastry']"
541,"['berries', 'butter', 'dish cleaner', 'liquor', 'whole milk', 'soft cheese', 'pastry', 'onions', 'hard cheese', 'rolls/buns']"
542,"['chicken', 'yogurt', 'beef', 'candy', 'chocolate', 'hard cheese', 'rolls/buns', 'cream cheese', 'shopping bags', 'UHT-milk']"
543,"['chicken', 'beef', 'bottled beer', 'canned fish', 'canned beer', 'pickled vegetables', 'dessert', 'whole milk', 'fruit/vegetable juice', 'root vegetables']"
544,"['yogurt', 'bottled beer', 'canned beer', 'rolls/buns', 'shopping bags', 'salty snack', 'butter', 'whole milk', 'coffee', 'pastry']"
545,"['chicken', 'yogurt', 'canned beer', 'chocolate', 'rolls/buns', 'shopping bags', 'brown bread', 'whole milk', 'coffee', 'detergent']"
546,"['cat food', 'canned beer', 'bottled beer', 'butter', 'frozen meals', 'whole milk', 'coffee', 'root vegetables', 'pet care']"
547,"['yogurt', 'canned beer', 'bottled beer', 'candy', 'chocolate', 'condensed milk', 'rolls/buns', 'liquor', 'shopping bags', 'pickled vegetables']"
548,"['beef', 'canned beer', 'flour', 'brown bread', 'detergent', 'chocolate marshmallow', 'cat food', 'meat', 'whole milk', 'hard cheese']"
549,"['butter milk', 'bottled beer', 'canned beer', 'rolls/buns', 'salty snack', 'whole milk', 'pastry', 'fruit/vegetable juice', 'root vegetables', 'herbs']"
550,"['chicken', 'yogurt', 'candy', 'shopping bags', 'dessert', 'butter', 'whole milk', 'coffee', 'detergent', 'pastry']"
551,"['yogurt', 'bottled beer', 'rolls/buns', 'shopping bags', 'brown bread', 'butter', 'berries', 'whole milk', 'frozen meals', 'detergent']"
552,"['yogurt', 'butter milk', 'chocolate', 'flour', 'rolls/buns', 'brown bread', 'UHT-milk', 'salty snack', 'semi-finished bread', 'pickled vegetables']"
553,"['chicken', 'yogurt', 'beef', 'bottled beer', 'chocolate', 'rolls/buns', 'liquor', 'shopping bags', 'pickled vegetables', 'butter']"
554,"['yogurt', 'bottled beer', 'rolls/buns', 'cream cheese', 'salty snack', 'whole milk', 'soft cheese', 'coffee', 'pastry', 'root vegetables']"
555,"['yogurt', 'beef', 'meat', 'rolls/buns', 'cream cheese', 'shopping bags', 'dessert', 'salty snack', 'brown bread', 'whole milk']"
556,"['yogurt', 'candy', 'bottled beer', 'mayonnaise', 'rolls/buns', 'dessert', 'whole milk', 'pastry', 'chocolate marshmallow', 'frankfurter']"
557,"['beef', 'canned beer', 'flour', 'brown bread', 'cat food', 'bottled beer', 'meat', 'whole milk', 'pastry', 'onions']"
558,"['chicken', 'cat food', 'yogurt', 'beef', 'chocolate', 'hard cheese', 'rolls/buns', 'cream cheese', 'salty snack', 'butter']"
559,"['yogurt', 'bottled beer', 'canned beer', 'chocolate', 'mayonnaise', 'rolls/buns', 'shopping bags', 'brown bread', 'whole milk', 'coffee']"
560,"['chocolate', 'rolls/buns', 'cream cheese', 'butter', 'whole milk', 'pastry', 'fruit/vegetable juice', 'chocolate marshmallow', 'frankfurter']"
561,"['yogurt', 'canned beer', 'rolls/buns', 'butter', 'whole milk', 'fruit/vegetable juice', 'frankfurter', 'ham']"
562,"['chicken', 'yogurt', 'candy', 'canned beer', 'chocolate', 'rolls/buns', 'frozen meals', 'salty snack', 'whole milk', 'root vegetables']"
563,"['yogurt', 'beef', 'canned beer', 'rolls/buns', 'dessert', 'UHT-milk', 'fruit/vegetable juice', 'root vegetables', 'herbs', 'chewing gum']"
564,"['yogurt', 'beef', 'bottled beer', 'canned beer', 'mayonnaise', 'rolls/buns', 'dessert', 'butter', 'berries', 'whole milk']"
